abnormal_time,abnormalpattern_noerror_ranked,abnormalpattern_error_ranked,inject_time,inject_pod,inject_type
2022-08-22 05:19,"[{'events': '75_184', 'score': 1.0, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '22_184', 'score': 1.0, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_73', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_19', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '18_19', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '2_109', 'score': -0.6363636363636364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.6363636363636364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.6363636363636364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.6363636363636364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.6363636363636364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:18:09,currencyservice-cf787dd48-vpjrd,cpu_contention
2022-08-22 05:20,"[{'events': '75_184', 'score': 1.0, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '22_184', 'score': 1.0, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_73', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '72_19', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '18_19', 'score': 1.0, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '2_82', 'score': -0.728937728937729, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '84_82', 'score': -0.728937728937729, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': -0.728937728937729, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': -0.7134986225895317, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': -0.7134986225895317, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}]",[],2022-08-22 05:18:09,currencyservice-cf787dd48-vpjrd,cpu_contention
2022-08-22 05:28,"[{'events': '96_92', 'score': -0.26166328600405675, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': -0.26166328600405675, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '73_74', 'score': -0.24740378741600488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -0.24740378741600488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -0.24740378741600488, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_82', 'score': -0.2453825857519789, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '84_82', 'score': -0.2453825857519789, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': -0.2453825857519789, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_86', 'score': -0.24406047516198703, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '85_87', 'score': -0.24406047516198703, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:27:06,currencyservice-cf787dd48-vpjrd,network_delay
2022-08-22 05:29,"[{'events': '121_122', 'score': -0.3125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.3125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_76', 'score': -0.3033707865168539, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_78', 'score': -0.3033707865168539, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.3033707865168539, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': -0.2958333333333333, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': -0.2958333333333333, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_82', 'score': -0.2896174863387978, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '84_82', 'score': -0.2896174863387978, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': -0.2896174863387978, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:27:06,currencyservice-cf787dd48-vpjrd,network_delay
2022-08-22 05:36,"[{'events': '182_184', 'score': 1.0, 'deepth': 2, 'pod': 'emailservice-55fdc5b988-f6xth'}, {'events': '2_109', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_126', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_175', 'score': -0.16129032258064513, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-22 05:37,"[{'events': '182_184', 'score': 1.0, 'deepth': 2, 'pod': 'emailservice-55fdc5b988-f6xth'}, {'events': '2_76', 'score': -0.09433962264150941, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.09433962264150941, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.09433962264150941, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_122', 'score': 0.08695652173913038, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': 0.08695652173913038, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': 0.07692307692307687, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': 0.06451612903225801, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_109', 'score': 0.05263157894736836, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': 0.05263157894736836, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-22 05:44,"[{'events': '2_76', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '106_92', 'score': -0.040000000000000036, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}, {'events': '101_102', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '101_32', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': -0.040000000000000036, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}]",[],2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay
2022-08-22 05:45,"[{'events': '2_107', 'score': 0.1212121212121211, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_76', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.06422018348623848, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': 0.05182926829268286, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': 0.05182926829268286, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '121_122', 'score': 0.045454545454545414, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': 0.045454545454545414, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '106_92', 'score': 0.03703703703703698, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': 0.03703703703703698, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",[],2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay
2022-08-22 05:53,"[{'events': '2_76', 'score': -0.13725490196078427, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.13725490196078427, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.13725490196078427, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': 0.049180327868852514, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_109', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': -0.02857142857142858, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay
2022-08-22 05:54,"[{'events': '121_122', 'score': 0.134020618556701, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': 0.134020618556701, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': 0.11111111111111116, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': 0.10769230769230775, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_3', 'score': 0.06550218340611358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': 0.06550218340611358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': 0.06550218340611358, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '55_56', 'score': 0.06367041198501866, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '59_60', 'score': 0.06367041198501866, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '63_64', 'score': 0.06367041198501866, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay
2022-08-22 06:02,"[{'events': '178_184', 'score': 1.0, 'deepth': 2, 'pod': 'paymentservice-9cdb6588f-554sm'}, {'events': '121_122', 'score': 0.17647058823529416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': 0.17647058823529416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': 0.13669064748201443, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_3', 'score': 0.0815450643776825, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': 0.0815450643776825, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': 0.0815450643776825, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': 0.0793650793650793, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '55_56', 'score': 0.07407407407407418, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '59_60', 'score': 0.07407407407407418, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-22 06:03,"[{'events': '178_184', 'score': 1.0, 'deepth': 2, 'pod': 'paymentservice-9cdb6588f-554sm'}, {'events': '2_109', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_124', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '123_51', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_126', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_175', 'score': 0.12195121951219523, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-22 06:36,"[{'events': '46_184', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_47', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_49', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '42_43', 'score': 1.0, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_47', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_49', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '35_39', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '106_92', 'score': -0.11827956989247312, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.11827956989247312, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': -0.11827956989247312, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}]",[],2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed
2022-08-22 06:37,"[{'events': '46_184', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_47', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_49', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '42_43', 'score': 1.0, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_47', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_49', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '35_39', 'score': 1.0, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '106_92', 'score': -0.07216494845360821, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.07216494845360821, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': -0.07216494845360821, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}]",[],2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed
2022-08-22 06:53,"[{'events': '121_122', 'score': -0.19999999999999996, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.19999999999999996, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '145_146', 'score': -0.17647058823529416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_126', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '125_175', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '127_128', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '127_171', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay
2022-08-22 06:54,"[{'events': '2_76', 'score': -0.12621359223300976, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.12621359223300976, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.12621359223300976, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_107', 'score': 0.1212121212121211, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '2_3', 'score': -0.1030927835051546, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': -0.1030927835051546, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': -0.1030927835051546, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '55_56', 'score': -0.08695652173913049, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '59_60', 'score': -0.08695652173913049, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '63_64', 'score': -0.08695652173913049, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay
2022-08-22 07:02,"[{'events': '29_184', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '29_30', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '106_92', 'score': -0.1685393258426966, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '84_100', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '84_82'}, {'events': '101_102', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '101_32', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '89_90'}, {'events': '91_105', 'score': -0.1685393258426966, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft', 'events_expected': '91_93'}, {'events': '2_109', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",[],2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention
2022-08-22 07:03,"[{'events': '29_184', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '29_30', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '145_146', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_122', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '121_36', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '111_112', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '111_113', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_120', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '119_23', 'score': -0.33333333333333337, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention
2022-08-22 07:11,"[{'events': '29_184', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_191', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_194', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_195', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_196', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_197', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '26_190', 'score': 1.0, 'deepth': 1, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'events_expected': '26_27'}, {'events': '27_28', 'score': -0.4468937875751503, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '2_76', 'score': -0.4320987654320988, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.4320987654320988, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed
2022-08-22 07:12,"[{'events': '29_184', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_191', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_198', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_199', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_200', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '26_190', 'score': 1.0, 'deepth': 1, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '27_28', 'score': -0.40194174757281553, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '26_27', 'score': -0.3545966228893058, 'deepth': 1, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '106_92', 'score': -0.35064935064935066, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': -0.35064935064935066, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",[],2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed
2022-08-22 07:18,"[{'events': '2_76', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '77_78', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '77_79', 'score': -0.16000000000000003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_3', 'score': -0.12631578947368416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}, {'events': '14_15', 'score': -0.12631578947368416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '14_51', 'score': -0.12631578947368416, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '55_56', 'score': -0.12612612612612617, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '59_60', 'score': -0.12612612612612617, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '63_64', 'score': -0.12612612612612617, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_109', 'score': -0.125, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_expected': '2_82'}]",[],2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay
