abnormal_time,abnormal_patternnoerror_ranked,abnormal_patternerror_ranked,total_score,inject_time,inject_pod,inject_type
2022-08-22 05:29,"[{'events': '47_48', 'score': 1182, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1182, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 1023, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 1003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1003, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 602, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 460, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 301, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 301, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 191, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],33615,2022-08-22 05:27:06,currencyservice-cf787dd48-vpjrd,network_delay
2022-08-22 05:36,"[{'events': '73_74', 'score': -116, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -83, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -76, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -76, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -73, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -58, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -58, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '8_9', 'score': -20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '8_23', 'score': -20, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56184,2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-22 05:37,"[{'events': '47_48', 'score': -78, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -78, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -73, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': -48, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -29, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '182_184', 'score': 20, 'deepth': 2, 'pod': 'emailservice-55fdc5b988-f6xth'}]",[],55700,2022-08-22 05:35:34,emailservice-55fdc5b988-f6xth,cpu_contention
2022-08-22 05:44,"[{'events': '47_48', 'score': -55, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -55, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -51, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -48, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -48, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 30, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 15, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 15, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 11, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': -10, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}]",[],54860,2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay
2022-08-22 05:45,"[{'events': '73_74', 'score': -70, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -61, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -61, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -50, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -46, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -42, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -42, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '97_98', 'score': -38, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '67_68', 'score': -35, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -35, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56152,2022-08-22 05:43:48,emailservice-55fdc5b988-f6xth,network_delay
2022-08-22 05:53,"[{'events': '73_74', 'score': 98, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 66, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 64, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 64, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 49, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 49, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '2_76', 'score': 14, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],53144,2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay
2022-08-22 05:54,"[{'events': '73_74', 'score': -130, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -87, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -87, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -79, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -73, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '67_68', 'score': -65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -65, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -60, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -60, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -24, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56647,2022-08-22 05:52:54,paymentservice-9cdb6588f-554sm,network_delay
2022-08-22 06:02,"[{'events': '47_48', 'score': -250, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -250, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -227, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -209, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -209, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': -138, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -92, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -69, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -69, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': -30, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],58298,2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-22 06:03,"[{'events': '47_48', 'score': -93, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -93, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -77, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -68, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 38, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '178_184', 'score': 23, 'deepth': 2, 'pod': 'paymentservice-9cdb6588f-554sm'}, {'events': '96_92', 'score': -21, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': -21, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '67_68', 'score': 19, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],56072,2022-08-22 06:01:18,paymentservice-9cdb6588f-554sm,cpu_contention
2022-08-22 06:36,"[{'events': '38_47', 'score': 2247, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_49', 'score': 2247, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_184', 'score': 388, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_47', 'score': 388, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_49', 'score': 388, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '42_43', 'score': 388, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '35_39', 'score': 388, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '73_74', 'score': 226, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 138, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 113, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],60359,2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed
2022-08-22 06:37,"[{'events': '38_47', 'score': 2092, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '38_49', 'score': 2092, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_184', 'score': 369, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_47', 'score': 369, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '46_49', 'score': 369, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '42_43', 'score': 369, 'deepth': 3, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '35_39', 'score': 369, 'deepth': 2, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '73_74', 'score': 272, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 248, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 248, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],57291,2022-08-22 06:35:39,productcatalogservice-668d5f85fb-wckp8,cpu_consumed
2022-08-22 06:53,"[{'events': '47_48', 'score': 132, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 132, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 114, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 100, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 100, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 31, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 30, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': 30, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 26, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '6_7', 'score': 18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],52072,2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay
2022-08-22 06:54,"[{'events': '47_48', 'score': 354, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 354, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 312, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 312, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 238, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 165, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 119, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 119, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_5', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],48100,2022-08-22 06:52:56,recommendationservice-6cfdd55578-gfj6q,network_delay
2022-08-22 07:02,"[{'events': '29_184', 'score': 326, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '29_30', 'score': 326, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '73_74', 'score': 278, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 268, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 268, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 218, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 216, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 216, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 189, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 139, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],48713,2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention
2022-08-22 07:03,"[{'events': '47_48', 'score': 446, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 446, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 385, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 364, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '29_184', 'score': 301, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '29_30', 'score': 301, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q'}, {'events': '19_20', 'score': 118, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 114, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 75, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],47393,2022-08-22 07:01:25,recommendationservice-6cfdd55578-gfj6q,cpu_contention
2022-08-22 07:11,"[{'events': '47_48', 'score': 1335, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1335, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 1137, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 1124, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1124, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 1082, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 739, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 541, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 541, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 248, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],27960,2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed
2022-08-22 07:12,"[{'events': '47_48', 'score': 1213, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 1213, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 1025, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 1012, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 1012, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': 954, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 665, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 477, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 477, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 228, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],30328,2022-08-22 07:10:43,recommendationservice-6cfdd55578-gfj6q,cpu_consumed
2022-08-22 07:18,"[{'events': '73_74', 'score': 162, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 110, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 110, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 98, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 98, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 94, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 81, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '51_52', 'score': 28, 'deepth': 1, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '55_56', 'score': 28, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],51729,2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay
2022-08-22 07:19,"[{'events': '73_74', 'score': 102, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 62, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 62, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': 61, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 52, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '67_68', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 51, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '1_2', 'score': 18, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],52650,2022-08-22 07:17:55,shippingservice-7b598fc7d-lmggd,network_delay
2022-08-22 07:27,"[{'events': '47_48', 'score': 170, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 170, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '73_74', 'score': -164, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 162, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 151, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 151, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '62_184', 'score': 109, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '66_184', 'score': 109, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_59', 'score': 109, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}, {'events': '58_63', 'score': 109, 'deepth': 3, 'pod': 'shippingservice-7b598fc7d-lmggd'}]",[],54190,2022-08-22 07:26:48,shippingservice-7b598fc7d-lmggd,cpu_contention
2022-08-22 07:28,"[{'events': '73_74', 'score': -294, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': 207, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': 207, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': 196, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': 191, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': 191, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': -147, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': -147, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -136, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '62_184', 'score': 112, 'deepth': 4, 'pod': 'shippingservice-7b598fc7d-lmggd'}]",[],54612,2022-08-22 07:26:48,shippingservice-7b598fc7d-lmggd,cpu_contention
2022-08-22 07:45,"[{'events': '97_98', 'score': 59, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '83_84', 'score': 52, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '106_92', 'score': 41, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_99', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_103', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '91_105', 'score': 41, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '2_84', 'score': 40, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': -29, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '96_92', 'score': 18, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '91_93', 'score': 18, 'deepth': 1, 'pod': 'adservice-5f6585d649-fnmft'}]",[],53931,2022-08-22 07:44:20,adservice-5f6585d649-fnmft,return
2022-08-22 07:46,"[{'events': '73_74', 'score': -84, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '89_90', 'score': -64, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -63, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -63, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -55, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '2_84', 'score': 55, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_13', 'score': -50, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -50, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '19_20', 'score': -50, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '83_84', 'score': 43, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",[],55500,2022-08-22 07:44:20,adservice-5f6585d649-fnmft,return
2022-08-22 07:54,"[{'events': '73_74', 'score': 82, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '47_48', 'score': -74, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '49_50', 'score': -74, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '36_37', 'score': -63, 'deepth': 1, 'pod': 'productcatalogservice-668d5f85fb-wckp8'}, {'events': '12_13', 'score': -46, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '12_36', 'score': -46, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_68', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '67_69', 'score': 41, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '106_92', 'score': 38, 'deepth': 2, 'pod': 'adservice-5f6585d649-fnmft'}, {'events': '99_83', 'score': 38, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","[{'events': '99_201', 'score': 36, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",54997,2022-08-22 07:53:33,adservice-5f6585d649-fnmft,exception
