abnormal_time,inject_pod,inject_time,inject_type,normal_time,result_list,root_cause
2022-08-22 05:37,emailservice-55fdc5b988-f6xth,2022-08-22 05:35:34,cpu_contention,2022-08-22 03:51,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '187_197'}]",['CpuUsageRate(%)']
2022-08-22 05:44,emailservice-55fdc5b988-f6xth,2022-08-22 05:43:48,network_delay,2022-08-22 03:51,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '187_199'}]",['NetworkP90(ms)']
2022-08-22 05:45,emailservice-55fdc5b988-f6xth,2022-08-22 05:43:48,network_delay,2022-08-22 03:51,"[{'events': '187_52', 'score': 1.0, 'deepth': 5, 'pod': 'emailservice-55fdc5b988-f6xth', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '187_199'}]",['NetworkP90(ms)']
2022-08-22 05:53,paymentservice-9cdb6588f-554sm,2022-08-22 05:52:54,network_delay,2022-08-22 03:51,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '165_199'}]",['NetworkP90(ms)']
2022-08-22 05:54,paymentservice-9cdb6588f-554sm,2022-08-22 05:52:54,network_delay,2022-08-22 03:51,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '165_199'}]",['NetworkP90(ms)']
2022-08-22 06:02,paymentservice-9cdb6588f-554sm,2022-08-22 06:01:18,cpu_contention,2022-08-22 03:51,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '165_197'}]",['CpuUsageRate(%)']
2022-08-22 06:03,paymentservice-9cdb6588f-554sm,2022-08-22 06:01:18,cpu_contention,2022-08-22 03:51,"[{'events': '165_48', 'score': 1.0, 'deepth': 5, 'pod': 'paymentservice-9cdb6588f-554sm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '165_197'}]",['CpuUsageRate(%)']
2022-08-22 06:36,productcatalogservice-668d5f85fb-wckp8,2022-08-22 06:35:39,cpu_consumed,2022-08-22 03:51,"[{'events': '90_8', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '90_197'}, {'events': '114_12', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '114_197'}, {'events': '112_13', 'score': 1.0, 'deepth': 5, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '112_197'}, {'events': '92_14', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '92_197'}, {'events': '104_106', 'score': 0.6137761377613776, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-22 06:37,productcatalogservice-668d5f85fb-wckp8,2022-08-22 06:35:39,cpu_consumed,2022-08-22 03:51,"[{'events': '90_8', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '90_197'}, {'events': '114_12', 'score': 1.0, 'deepth': 6, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '114_197'}, {'events': '112_13', 'score': 1.0, 'deepth': 5, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '112_197'}, {'events': '92_14', 'score': 1.0, 'deepth': 4, 'pod': 'productcatalogservice-668d5f85fb-wckp8', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '92_197'}, {'events': '104_106', 'score': 0.6107711138310894, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-22 06:53,recommendationservice-6cfdd55578-gfj6q,2022-08-22 06:52:56,network_delay,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '108_199'}, {'events': '69_146', 'score': 0.6, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.6, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}]",['NetworkP90(ms)']
2022-08-22 06:54,recommendationservice-6cfdd55578-gfj6q,2022-08-22 06:52:56,network_delay,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '108_199'}]",['NetworkP90(ms)']
2022-08-22 07:02,recommendationservice-6cfdd55578-gfj6q,2022-08-22 07:01:25,cpu_contention,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '108_197'}, {'events': '104_106', 'score': 0.6137761377613776, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-22 07:03,recommendationservice-6cfdd55578-gfj6q,2022-08-22 07:01:25,cpu_contention,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '108_197'}, {'events': '4_50', 'score': 0.6666666666666666, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]",['CpuUsageRate(%)']
2022-08-22 07:11,recommendationservice-6cfdd55578-gfj6q,2022-08-22 07:10:43,cpu_consumed,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '108_197'}, {'events': '104_106', 'score': 0.7284671532846715, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.7222222222222222, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '38_84', 'score': 0.7171945701357466, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_3', 'score': 0.7160493827160493, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '38_78', 'score': 0.6957345971563981, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '28_120', 'score': 0.6818181818181818, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '4_38', 'score': 0.6815286624203821, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '28_208', 'score': 0.6753246753246753, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.6753246753246753, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]",['CpuUsageRate(%)']
2022-08-22 07:12,recommendationservice-6cfdd55578-gfj6q,2022-08-22 07:10:43,cpu_consumed,2022-08-22 03:51,"[{'events': '108_7', 'score': 1.0, 'deepth': 2, 'pod': 'recommendationservice-6cfdd55578-gfj6q', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '108_197'}, {'events': '104_106', 'score': 0.7067988668555241, 'deepth': 2, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '28_208', 'score': 0.6753246753246753, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.6753246753246753, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 0.6753246753246753, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '4_42', 'score': 0.6753246753246753, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '16_41', 'score': 0.6753246753246753, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '4_40', 'score': 0.6744186046511628, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}, {'events': '24_100', 'score': 0.6666666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '118_198', 'score': 0.6560364464692483, 'deepth': 3, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}]",['CpuUsageRate(%)']
2022-08-22 07:18,shippingservice-7b598fc7d-lmggd,2022-08-22 07:17:55,network_delay,2022-08-22 03:51,"[{'events': '130_34', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '130_199'}, {'events': '132_32', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '132_199'}, {'events': '128_35', 'score': 1.0, 'deepth': 7, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '128_199'}, {'events': '126_36', 'score': 1.0, 'deepth': 6, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '126_199'}, {'events': '185_46', 'score': 1.0, 'deepth': 5, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '185_199'}]",['NetworkP90(ms)']
2022-08-22 07:19,shippingservice-7b598fc7d-lmggd,2022-08-22 07:17:55,network_delay,2022-08-22 03:51,"[{'events': '130_34', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '130_199'}, {'events': '132_32', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '132_199'}, {'events': '128_35', 'score': 1.0, 'deepth': 7, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '128_199'}, {'events': '126_36', 'score': 1.0, 'deepth': 6, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '126_199'}, {'events': '185_46', 'score': 1.0, 'deepth': 5, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '185_199'}]",['NetworkP90(ms)']
2022-08-22 07:27,shippingservice-7b598fc7d-lmggd,2022-08-22 07:26:48,cpu_contention,2022-08-22 03:51,"[{'events': '130_34', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '130_197'}, {'events': '132_32', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '132_197'}, {'events': '128_35', 'score': 1.0, 'deepth': 7, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '128_197'}, {'events': '126_36', 'score': 1.0, 'deepth': 6, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '126_197'}, {'events': '185_46', 'score': 1.0, 'deepth': 5, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '185_197'}]",['CpuUsageRate(%)']
2022-08-22 07:28,shippingservice-7b598fc7d-lmggd,2022-08-22 07:26:48,cpu_contention,2022-08-22 03:51,"[{'events': '130_34', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '130_197'}, {'events': '132_32', 'score': 1.0, 'deepth': 8, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '132_197'}, {'events': '128_35', 'score': 1.0, 'deepth': 7, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '128_197'}, {'events': '126_36', 'score': 1.0, 'deepth': 6, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '126_197'}, {'events': '185_46', 'score': 1.0, 'deepth': 5, 'pod': 'shippingservice-7b598fc7d-lmggd', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '185_197'}]",['CpuUsageRate(%)']
2022-08-22 07:45,adservice-5f6585d649-fnmft,2022-08-22 07:44:20,return,2022-08-22 03:51,"[{'events': '28_208', 'score': 0.8253968253968254, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.8253968253968254, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 0.8253968253968254, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '16_41', 'score': 0.8253968253968254, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","['Received ad request', 'No context provided']"
2022-08-22 07:46,adservice-5f6585d649-fnmft,2022-08-22 07:44:20,return,2022-08-22 03:51,"[{'events': '28_208', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '16_41', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","['Received ad request', 'No context provided']"
2022-08-22 07:54,adservice-5f6585d649-fnmft,2022-08-22 07:53:33,exception,2022-08-22 03:51,"[{'events': '28_208', 'score': 0.7878787878787878, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 0.7878787878787878, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 0.7878787878787878, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '16_41', 'score': 0.7878787878787878, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","['Received ad request', 'No context provided']"
2022-08-22 07:55,adservice-5f6585d649-fnmft,2022-08-22 07:53:33,exception,2022-08-22 03:51,"[{'events': '28_208', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '136_198', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_137', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '16_41', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm'}]","['Received ad request', 'No context provided']"
2022-08-23 12:02,frontend-579b9bff58-t2dbm,2022-08-23 12:01:25,cpu_contention,2022-08-23 17:00,"[{'events': '76_4', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '76_197'}, {'events': '24_100', 'score': 0.7368421052631579, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '69_146', 'score': 0.6301369863013698, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.6301369863013698, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}]",['CpuUsageRate(%)']
2022-08-23 12:03,frontend-579b9bff58-t2dbm,2022-08-23 12:01:25,cpu_contention,2022-08-23 17:00,"[{'events': '76_4', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '76_197'}, {'events': '24_100', 'score': 0.7368421052631579, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '69_146', 'score': 0.6216216216216216, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}, {'events': '69_158', 'score': 0.6216216216216216, 'deepth': 5, 'pod': 'checkoutservice-578fcf4766-9csqn'}]",['CpuUsageRate(%)']
2022-08-23 12:11,frontend-579b9bff58-t2dbm,2022-08-23 12:10:21,return,2022-08-23 17:00,"[{'events': '120_198', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_26', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_119', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_120', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '18_78', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_17', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_80', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_82', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_84', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_86', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}]","['Serving product page started', 'GetProduct start']"
2022-08-23 12:12,frontend-579b9bff58-t2dbm,2022-08-23 12:10:21,return,2022-08-23 17:00,"[{'events': '120_198', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '27_26', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_119', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '28_120', 'score': 1.0, 'deepth': 4, 'pod': 'adservice-5f6585d649-fnmft', 'resource_alert': 'MemoryUsageRate(%)'}, {'events': '18_78', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_17', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_80', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_82', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_84', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}, {'events': '18_86', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '18_191'}]","['Serving product page started', 'GetProduct start']"
2022-08-23 12:19,frontend-579b9bff58-t2dbm,2022-08-23 12:18:23,cpu_consumed,2022-08-23 17:00,"[{'events': '76_4', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '76_197'}, {'events': '24_100', 'score': 0.6666666666666666, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 12:20,frontend-579b9bff58-t2dbm,2022-08-23 12:18:23,cpu_consumed,2022-08-23 17:00,"[{'events': '76_4', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '76_197'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6170212765957447, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 12:28,frontend-579b9bff58-t2dbm,2022-08-23 12:27:23,exception,2022-08-23 17:00,"[{'events': '50_49', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}, {'events': '24_100', 'score': 0.7368421052631579, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6590909090909091, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]","['Placing order started', 'Order placed complete']"
2022-08-23 12:29,frontend-579b9bff58-t2dbm,2022-08-23 12:27:23,exception,2022-08-23 17:00,"[{'events': '50_49', 'score': 1.0, 'deepth': 1, 'pod': 'frontend-579b9bff58-t2dbm', 'events_actual': '50_139'}]","['Placing order started', 'Order placed complete']"
2022-08-23 12:36,cartservice-579f59597d-wc2lz,2022-08-23 12:35:57,network_delay,2022-08-23 17:00,"[{'events': '102_25', 'score': 1.0, 'deepth': 6, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '102_199'}, {'events': '183_75', 'score': 1.0, 'deepth': 5, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '183_199'}, {'events': '169_5', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '169_199'}, {'events': '24_100', 'score': 0.6363636363636364, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6170212765957447, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 12:37,cartservice-579f59597d-wc2lz,2022-08-23 12:35:57,network_delay,2022-08-23 17:00,"[{'events': '102_25', 'score': 1.0, 'deepth': 6, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '102_199'}, {'events': '183_75', 'score': 1.0, 'deepth': 5, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '183_199'}, {'events': '169_5', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '169_199'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '23_100', 'score': 0.6744186046511628, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['NetworkP90(ms)']
2022-08-23 12:46,cartservice-579f59597d-wc2lz,2022-08-23 12:45:08,cpu_contention,2022-08-23 17:00,"[{'events': '102_25', 'score': 1.0, 'deepth': 6, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '102_197'}, {'events': '183_75', 'score': 1.0, 'deepth': 5, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '183_197'}, {'events': '169_5', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '169_197'}, {'events': '23_100', 'score': 0.7435897435897436, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 12:47,cartservice-579f59597d-wc2lz,2022-08-23 12:45:08,cpu_contention,2022-08-23 17:00,"[{'events': '102_25', 'score': 1.0, 'deepth': 6, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '102_197'}, {'events': '183_75', 'score': 1.0, 'deepth': 5, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '183_197'}, {'events': '169_5', 'score': 1.0, 'deepth': 2, 'pod': 'cartservice-579f59597d-wc2lz', 'resource_alert': 'CpuUsageRate(%)', 'events_actual': '169_197'}, {'events': '24_100', 'score': 0.7, 'deepth': 3, 'pod': 'currencyservice-cf787dd48-vpjrd'}]",['CpuUsageRate(%)']
2022-08-23 12:54,checkoutservice-578fcf4766-9csqn,2022-08-23 12:53:52,network_delay,2022-08-23 17:00,"[{'events': '158_65', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '158_199'}, {'events': '154_71', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '154_199'}, {'events': '156_69', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '156_199'}, {'events': '160_67', 'score': 1.0, 'deepth': 4, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '160_199'}, {'events': '152_72', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '152_199'}, {'events': '162_62', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '162_199'}, {'events': '177_59', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '177_199'}, {'events': '179_57', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '179_199'}, {'events': '181_55', 'score': 1.0, 'deepth': 3, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '181_199'}, {'events': '142_74', 'score': 1.0, 'deepth': 2, 'pod': 'checkoutservice-578fcf4766-9csqn', 'resource_alert': 'NetworkP90(ms)', 'events_actual': '142_199'}]",['NetworkP90(ms)']
